question_id,question,hop_diameter,repeat_idx,llama_response
136,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",1,3,"```python
import pandas as pd

def compute_feature(df_account, df_loan, df_disp):
    # Filter loans between 1/1/1995 and 12/31/1997
    filtered_loans = df_loan[(df_loan['date'] >= '1995-01-01') & (df_loan['date'] <= '1997-12-31')]

    # Filter loans with amount of at least 250,000
    filtered_loans = filtered_loans[filtered_loans['amount'] >= 250000]

    # Merge with account and disp tables to get account_id and disp_id
    merged_loans = pd.merge(filtered_loans, df_account, on='account_id')
    merged_loans = pd.merge(merged_loans, df_disp, on='disp_id')

    # Filter loans where frequency is monthly
    filtered_loans = merged_loans[merged_loans['frequency'] == 'monthly']

    # Filter loans where status is approved
    filtered_loans = filtered_loans[filtered_loans['status'] == 'approved']

    # Group by account_id and count the number of loans
    result = filtered_loans.groupby('account_id').size().reset_index(name='count')

    return result
```"
136,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",1,4,"```python
import pandas as pd

def compute_feature(df_account, df_card, df_client, df_disp, df_district, df_loan, df_order, df_trans):
    # Filter loans between 1/1/1995 and 12/31/1997
    loans = df_loan[(df_loan['date'] >= '1995-01-01') & (df_loan['date'] <= '1997-12-31')]

    # Filter loans with amount at least 250,000
    loans = loans[loans['amount'] >= 250000]

    # Filter loans with monthly statement issuance
    loans = loans[df_loan['disp_id'].isin(df_card[df_card['type'] == 'monthly']['disp_id'])]

    # Group by account_id and count approved loans
    approved_loans = loans[loans['status'] == 'approved'].groupby('account_id').size().reset_index(name='count')

    # Merge approved loans with account information
    approved_loans = pd.merge(approved_loans, df_account, on='account_id')

    return approved_loans
```"
137,How many accounts have running contracts in Branch location 1?,2,0,"```python
import pandas as pd

def count_running_contracts_by_branch(df_account, df_loan, df_district):
    # Merge account and loan dataframes on account_id
    df_account_loan = pd.merge(df_account, df_loan, on='account_id')
    
    # Filter running contracts
    df_running_contracts = df_account_loan[df_account_loan['status'] == 'running']
    
    # Merge with district data to get branch location
    df_running_contracts_district = pd.merge(df_running_contracts, df_district, on='district_id')
    
    # Filter for branch location 1
    df_running_contracts_branch_1 = df_running_contracts_district[df_running_contracts_district['A2'] == 1]
    
    # Count the number of accounts
    count = df_running_contracts_branch_1['account_id'].nunique()
    
    return count
```

```python
# Assuming the DataFrames are loaded
account = pd.read_csv('account.csv')
loan = pd.read_csv('loan.csv')
district = pd.read_csv('district.csv')

# Call the function
count = count_running_contracts_by_branch(account, loan, district)
print(count)
```"
137,How many accounts have running contracts in Branch location 1?,2,1,"```python
import pandas as pd

def count_running_contracts_branch_1(df_loan, df_account, df_district):
    # Filter accounts in Branch location 1
    branch_1_accounts = df_account[df_account['district_id'] == df_district[df_district['district_id'] == 1]['district_id'].values[0]]

    # Filter running contracts
    running_contracts = df_loan[df_loan['status'] == 'running']

    # Filter accounts with running contracts
    accounts_with_running_contracts = pd.merge(branch_1_accounts, running_contracts, on='account_id')

    # Count unique accounts
    count = accounts_with_running_contracts['account_id'].nunique()

    return count
```

```python
# Example usage:
count_running_contracts_branch_1(df_loan, df_account, df_district)
```"
137,How many accounts have running contracts in Branch location 1?,2,2,"```python
import pandas as pd

def running_contracts_branch_1(df_account, df_loan, df_district):
    # Filter accounts in Branch location 1
    branch_1_accounts = df_account[df_account['district_id'] == df_district.loc[df_district['A2'] == 1, 'district_id'].iloc[0]]

    # Filter loans with status 'running'
    running_loans = df_loan[df_loan['status'] == 'running']

    # Merge accounts and loans
    merged = pd.merge(branch_1_accounts, running_loans, on='account_id', how='inner')

    # Count unique account_id
    count = merged['account_id'].nunique()

    return count
```"
137,How many accounts have running contracts in Branch location 1?,2,3,"```python
import pandas as pd

def accounts_with_running_contracts(df_account, df_loan, df_district):
    # Filter accounts in Branch location 1
    branch_location_1 = df_district[df_district['A1'] == 1]
    accounts_in_branch_1 = df_account[df_account['district_id'].isin(branch_location_1['district_id'])]

    # Filter accounts with running contracts
    running_contracts = df_loan[df_loan['status'] == 'Running']
    accounts_with_running_contracts = accounts_in_branch_1[accounts_in_branch_1['account_id'].isin(running_contracts['account_id'])]

    # Count the number of accounts
    count = accounts_with_running_contracts['account_id'].nunique()

    return count

# Example usage:
count = accounts_with_running_contracts(df_account, df_loan, df_district)
print(count)
```"
137,How many accounts have running contracts in Branch location 1?,2,4,"```python
import pandas as pd

def count_running_contracts(df_loan, df_account, df_district):
    # Filter accounts in Branch location 1
    branch_accounts = df_account[df_account['district_id'] == df_district.loc[1, 'district_id']]

    # Filter running contracts
    running_contracts = df_loan[df_loan['status'] == 'running']

    # Count accounts with running contracts
    count = (running_contracts[running_contracts['account_id'].isin(branch_accounts['account_id'])].shape[0])

    return count

# Assuming the DataFrames are already loaded
count_running_contracts(df_loan, df_account, df_district)
```

```python
import pandas as pd

def count_running_contracts(df_loan, df_account, df_district):
    # Filter accounts in Branch location 1
    branch_accounts = df_account[df_account['district_id'] == df_district.loc[df_district['district_id'] == 1, 'district_id'].iloc[0]]

    # Filter running contracts
    running_contracts = df_loan[df_loan['status'] == 'running']

    # Count accounts with running contracts
    count = (running_contracts[running_contracts['account_id'].isin(branch_accounts['account_id'])].shape[0])

    return count

# Assuming the DataFrames are already loaded
count_running_contracts(df_loan, df_account, df_district)
```"
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,0,"```python
import pandas as pd

def count_male_clients(df_client, df_district, year=1995):
    # Filter crimes in 1995
    crimes_1995 = df_district[df_district['A2'] > 0]
    
    # Get the district with the second-highest number of crimes
    second_highest_district = crimes_1995['district_id'].value_counts().sort_values().index[-2]
    
    # Filter clients in the second-highest district
    male_clients_in_district = df_client[df_client['district_id'] == second_highest_district]
    
    # Count male clients
    count = (male_clients_in_district['gender'] == 'male').sum()
    
    return count

# Usage
count = count_male_clients(df_client, df_district)
print(count)
```"
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,1,"```python
import pandas as pd

def count_male_clients_in_crime_branch(df_card, df_client, df_loan, df_trans, year=1995):
    # Filter crimes in 1995
    crimes_1995 = df_trans[df_trans['date'].str.contains(str(year)) & (df_trans['type'] == 'crime')]

    # Count the second-highest number of crimes
    crime_counts = crimes_1995['type'].value_counts()
    second_highest_crimes = crime_counts.iloc[-2]

    # Filter the branch with the second-highest number of crimes
    branch_with_second_highest_crimes = crimes_1995['bank'].value_counts().idxmin()

    # Filter male clients
    male_clients = df_client[df_client['gender'] == 'male']

    # Filter clients from the branch with the second-highest number of crimes
    male_clients_in_branch = male_clients[male_clients['district_id'].isin(df_card[df_card['disp_id'].isin(crimes_1995['disp_id'])]['district_id'])]

    return len(male_clients_in_branch)
```

```python
# Assuming df_card, df_client, df_loan, df_trans are already loaded
result = count_male_clients_in_crime_branch(df_card, df_client, df_loan, df_trans)
print(result)
```"
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,2,"```python
import pandas as pd

def count_male_clients(branch_crimes):
    # Filter branch where second-highest number of crimes were committed in 1995
    second_highest_branch = branch_crimes.loc[branch_crimes['crimes'].rank(method='dense', ascending=False) == 2, 'branch_id'].iloc[0]

    # Filter clients from this branch
    branch_clients = pd.merge(client, district, on='district_id')
    branch_clients = branch_clients[branch_clients['branch_id'] == second_highest_branch]

    # Count male clients
    male_clients = branch_clients[branch_clients['gender'] == 'M']
    count = (male_clients.groupby('client_id').size().reset_index(name='count')).iloc[0]['count']

    return count
```

```python
def compute_feature(df):
    # Filter account data for 1995
    account_1995 = df['account'].loc[df['date'].dt.year == 1995]

    # Filter crimes data for 1995
    crimes_1995 = df['crimes'].loc[df['date'].dt.year == 1995]

    # Compute second-highest number of crimes
    second_highest_crimes = crimes_1995.value_counts().rank(method='dense', ascending=False).iloc[1]

    # Filter branch where second-highest number of crimes were committed in 1995
    branch_crimes = account_1995.merge(crimes_1995, on='account_id')
    branch_crimes = branch_crimes[branch_crimes['crimes'] == second_highest_crimes]

    # Filter clients from this branch
    branch_clients = pd.merge(client, district, on='district_id')
    branch_clients = branch_clients[branch_clients['branch_id'] == branch_crimes['branch_id'].iloc[0]]

    # Count male clients
    male_clients = branch_clients[branch_clients['gender'] == 'M']
    count = (male_clients.groupby('client_id').size().reset_index(name='count')).iloc[0]['count']

    return count
```

```python
# Assuming all DataFrames are loaded
compute_feature({'account': df_account, 'crimes': df_crimes, 'client': df_client, 'district': df_district})
```"
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,3,"```python
import pandas as pd

def count_male_clients_in_branch_with_second_highest_crimes(df_card, df_client, df_account, df_dishonor, df_loan, df_order, df_trans):
    # Filter crimes in 1995
    df_dishonor_1995 = df_dishonor[df_dishonor['date'].str.startswith('1995')]

    # Group by branch and count crimes
    df_branch_crimes = df_dishonor_1995.groupby('disp_id')['date'].count().reset_index()

    # Get the second-highest number of crimes
    second_highest_crimes = df_branch_crimes['date'].nlargest(2).iloc[1]

    # Get the branch with the second-highest number of crimes
    branch_with_second_highest_crimes = df_branch_crimes[df_branch_crimes['date'] == second_highest_crimes]['disp_id'].iloc[0]

    # Filter male clients
    df_client_male = df_client[df_client['gender'] == 'male']

    # Filter clients with accounts in the branch with the second-highest number of crimes
    df_client_in_branch = df_client_male[df_client_male['district_id'] == branch_with_second_highest_crimes]

    return df_client_in_branch.shape[0]
```

```python
# Usage
count = count_male_clients_in_branch_with_second_highest_crimes(df_card, df_client, df_account, df_dishonor, df_loan, df_order, df_trans)
print(count)
```"
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,4,"```python
import pandas as pd

def count_male_clients_in_crime_branch(df_card, df_client, df_disps, df_district, df_loan, df_order, df_trans):
    # Count crimes in 1995
    crimes_1995 = df_disps[df_disps['date'].str.startswith('1995')].groupby('disp_id')['crime'].sum().reset_index()
    crimes_1995.columns = ['disp_id', 'crimes']

    # Merge crimes with district info
    district_crimes = pd.merge(df_district, crimes_1995, on='disp_id', how='left')
    district_crimes['crimes'] = district_crimes['crimes'].fillna(0)

    # Find branch with second-highest number of crimes
    second_highest_crimes = district_crimes.sort_values('crimes', ascending=False).drop_duplicates('disp_id', keep=1)

    # Merge with client info
    male_clients_in_branch = pd.merge(second_highest_crimes, df_client, left_on='disp_id', right_on='disp_id', how='inner')
    male_clients_in_branch = male_clients_in_branch[male_clients_in_branch['gender'] == 'male']

    return len(male_clients_in_branch)
```"
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,0,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Merge card and disp DataFrames on disp_id
    merged_df = pd.merge(df_card, df_disp, on='disp_id', how='inner')
    
    # Filter cards with type 'OWNER' and high-level card status
    owner_cards = merged_df[(merged_df['type'] == 'OWNER') & 
                            (merged_df['A2'] == 1) | 
                            (merged_df['A3'] == 1) | 
                            (merged_df['A4'] == 1) | 
                            (merged_df['A5'] == 1) | 
                            (merged_df['A6'] == 1) | 
                            (merged_df['A7'] == 1) | 
                            (merged_df['A8'] == 1) | 
                            (merged_df['A9'] == 1) | 
                            (merged_df['A10'] == 1) | 
                            (merged_df['A11'] == 1) | 
                            (merged_df['A12'] == 1) | 
                            (merged_df['A13'] == 1) | 
                            (merged_df['A14'] == 1) | 
                            (merged_df['A15'] == 1) | 
                            (merged_df['A16'] == 1)]
    
    # Return count of high-level owner cards
    return owner_cards.shape[0]
```

```python
# Usage
count = count_high_level_owner_cards(df_card, df_disp)
print(count)
```"
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,1,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Merge card and disp dataframes based on disp_id
    merged_df = pd.merge(df_card, df_disp, left_on='disp_id', right_on='disp_id', how='inner')
    
    # Filter for high-level credit cards (disp type is 'OWNER')
    high_level_cards = merged_df[merged_df['type_x'] == 'OWNER']
    
    # Count the number of high-level credit cards
    count = high_level_cards['type_x'].value_counts()['OWNER']
    
    return count
```

```python
# Usage
count = count_high_level_owner_cards(df_card, df_disp)
print(count)
```"
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,2,"```python
import pandas as pd

def count_high_level_credit_cards(df_card, df_disp):
    high_level_cards = df_card[df_card['type'] == 'OWNER']['disp_id'].unique()
    owner_dispositions = df_disp[df_disp['disp_id'].isin(high_level_cards) & (df_disp['type'] == 'OWNER')]
    count = owner_dispositions['disp_id'].nunique()
    return count

# Usage
count = count_high_level_credit_cards(card, disp)
print(count)
```"
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,3,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Filter cards with 'OWNER' type of disposition
    owner_cards = df_card[df_card['type'] == 'OWNER']
    
    # Filter disp table for owner cards
    owner_disps = df_disp[df_disp['card_id'].isin(owner_cards['card_id'])]
    
    # Count high-level cards
    high_level_cards = owner_disps[owner_disps['disp_id'] == 'HIGH']
    
    # Count OWNER type of disposition
    owner_count = len(high_level_cards)
    
    return owner_count
```

```python
# Usage
result = count_high_level_owner_cards(card, disp)
print(result)
```"
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,4,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Filter cards with 'OWNER' type of disposition
    owner_dispositions = df_disp[df_disp['type'] == 'OWNER']
    
    # Get unique card IDs
    card_ids = owner_dispositions['card_id'].unique()
    
    # Filter cards with 'OWNER' type of disposition
    high_level_cards = df_card[df_card['card_id'].isin(card_ids)]
    
    # Count high-level credit cards
    count = high_level_cards['card_id'].nunique()
    
    return count

# Example usage:
# count_high_level_owner_cards(df_card, df_disp)
```

```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Filter cards with 'OWNER' type of disposition
    owner_dispositions = df_disp[df_disp['type'] == 'OWNER']
    
    # Get unique card IDs
    card_ids = owner_dispositions['card_id'].unique()
    
    # Filter cards with 'OWNER' type of disposition
    high_level_cards = df_card[df_card['card_id'].isin(card_ids)]
    
    # Count high-level credit cards
    count = high_level_cards.shape[0]
    
    return count

# Example usage:
# count_high_level_owner_cards(df_card, df_disp)
```"
140,"How many accounts are there in the district of ""Pisek""?",1,0,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district):
    # Merge the account and district DataFrames on district_id
    merged_df = pd.merge(df_account, df_district, left_on='district_id', right_on='district_id')
    
    # Filter the merged DataFrame for the district 'Pisek'
    filtered_df = merged_df[merged_df['A2'] == 'Pisek']
    
    # Return the count of accounts in the district 'Pisek'
    return filtered_df['account_id'].nunique()
```

```python
# Example usage:
count_accounts = count_accounts_in_district(df_account, df_district)
print(count_accounts)
```"
140,"How many accounts are there in the district of ""Pisek""?",1,1,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district):
    # Merge the account and district DataFrames
    merged_df = pd.merge(df_account, df_district, left_on='district_id', right_on='district_id', how='inner')
    
    # Filter the merged DataFrame to include only accounts in the district of ""Pisek""
    pisek_df = merged_df[merged_df['A1'] == 'Pisek']
    
    # Return the count of accounts in the district of ""Pisek""
    return pisek_df['account_id'].nunique()
```

You can use this function as follows:

```python
print(count_accounts_in_district(df_account, df_district))
```"
140,"How many accounts are there in the district of ""Pisek""?",1,2,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district):
    # Filter district_id where A2 is ""Pisek""
    district_filter = df_district[df_district['A2'] == 'Pisek']['district_id']
    
    # Count accounts in the filtered district
    account_count = df_account[df_account['district_id'].isin(district_filter)]['account_id'].nunique()
    
    return account_count

# Assuming the DataFrames are already loaded
account_count = count_accounts_in_district(df_account, df_district)
print(account_count)
```"
140,"How many accounts are there in the district of ""Pisek""?",1,3,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district, district_name):
    pisek_district = df_district[df_district['A2'] == district_name]
    accounts_in_pisek = df_account[df_account['district_id'].isin(pisek_district['district_id'])]
    return len(accounts_in_pisek)

# Usage:
accounts_in_pisek = count_accounts_in_district(df_account, df_district, 'Pisek')
print(accounts_in_pisek)
```

Alternatively, you can use a more vectorized approach:

```python
import pandas as pd

def count_accounts_in_district(df_account, df_district, district_name):
    pisek_district_id = df_district[df_district['A2'] == district_name]['district_id'].unique()[0]
    return len(df_account[df_account['district_id'] == pisek_district_id])

# Usage:
accounts_in_pisek = count_accounts_in_district(df_account, df_district, 'Pisek')
print(accounts_in_pisek)
```"
140,"How many accounts are there in the district of ""Pisek""?",1,4,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district):
    # Merge account and district DataFrames based on district_id
    merged_df = pd.merge(df_account, df_district, left_on='district_id', right_on='district_id')
    
    # Filter rows where A2 equals 'Pisek'
    pisek_df = merged_df[merged_df['A2'] == 'Pisek']
    
    # Count the number of accounts in the 'Pisek' district
    account_count = pisek_df['account_id'].nunique()
    
    return account_count
```"
141,"Which districts have transactions greater than USS$10,000 in 1997?",2,0,"```python
import pandas as pd

def get_districts_with_large_transactions(df_trans, df_district):
    # Filter transactions greater than USS$10,000 in 1997
    large_transactions = df_trans[df_trans['amount'] > 10000][df_trans['date'].str.contains('1997')]
    
    # Extract district_id from transactions
    district_ids = large_transactions['account_id'].map(lambda x: df_disp.loc[df_disp['account_id'] == x, 'district_id'].iloc[0])
    
    # Get unique districts with large transactions
    districts = district_ids.unique()
    
    # Merge districts with their features
    result = pd.merge(df_district[df_district['district_id'].isin(districts)], df_district[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']], left_index=True, right_index=True)
    
    return result[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
```"
141,"Which districts have transactions greater than USS$10,000 in 1997?",2,1,"```python
import pandas as pd

def districts_with_large_transactions(df_account, df_trans, df_district):
    # Filter transactions greater than USS$10,000 in 1997
    large_transactions = df_trans[(df_trans['amount'] > 10000) & (df_trans['date'].str[:4] == '1997')]

    # Merge transactions with accounts to get district information
    merged_transactions = pd.merge(large_transactions, df_account, on='account_id')

    # Merge merged transactions with districts to get district names
    merged_data = pd.merge(merged_transactions, df_district, left_on='district_id', right_on='district_id')

    # Group by district and count the number of large transactions
    district_counts = merged_data.groupby('district_id')['district_id'].count().reset_index()

    # Rename columns for better readability
    district_counts.columns = ['district_id', 'count']

    # Merge district counts with the original districts DataFrame
    result = pd.merge(df_district, district_counts, on='district_id')

    return result
```

You can use this function like this:

```python
result = districts_with_large_transactions(df_account, df_trans, df_district)
print(result)
```"
141,"Which districts have transactions greater than USS$10,000 in 1997?",2,2,"```python
import pandas as pd

def districts_with_large_transactions(df_trans, df_district, year=1997):
    # Filter transactions greater than USS$10,000 in 1997
    large_transactions = df_trans[(df_trans['date'] >= f'{year}-01-01') & 
                                  (df_trans['date'] <= f'{year}-12-31') & 
                                  (df_trans['amount'] > 10000)]

    # Group by district_id and count the number of large transactions
    district_counts = large_transactions['district_id'].value_counts().to_frame('count')

    # Merge district counts with district information
    merged_districts = pd.merge(district_counts, df_district, on='district_id', how='left')

    # Output districts with at least one large transaction
    return merged_districts[merged_districts['count'] > 0]
```

```python
# Assuming the DataFrames are already loaded
large_districts = districts_with_large_transactions(df_trans, df_district)
print(large_districts)
```"
141,"Which districts have transactions greater than USS$10,000 in 1997?",2,3,"```python
import pandas as pd

def get_districts_with_large_transactions(df_trans, df_district, year=1997):
    # Filter transactions greater than USS$10,000 in 1997
    large_transactions = df_trans[df_trans['date'].str[:4] == str(year)][df_trans['amount'] > 10000]
    
    # Group transactions by account_id and sum the amounts
    account_amounts = large_transactions.groupby('account_id')['amount'].sum().reset_index()
    
    # Merge account_amounts with district information
    merged_df = pd.merge(account_amounts, df_district, left_on='account_id', right_on='account_id', how='inner')
    
    # Group by district_id and sum the amounts
    district_amounts = merged_df.groupby('district_id')['amount'].sum().reset_index()
    
    return district_amounts
```"
141,"Which districts have transactions greater than USS$10,000 in 1997?",2,4,"```python
import pandas as pd

def districts_with_large_transactions(df_trans, df_district):
    # Filter transactions with amount greater than 10,000
    large_transactions = df_trans[df_trans['amount'] > 10000]
    
    # Filter transactions to those in 1997
    large_transactions_1997 = large_transactions[large_transactions['date'].str.slice(0, 4) == '1997']
    
    # Extract district ids from transactions
    district_ids = large_transactions_1997['account_id'].unique()
    
    # Merge district ids with district data
    districts = df_district[df_district['district_id'].isin(district_ids)]
    
    return districts
```

```python
# Assuming df_trans and df_district are already loaded DataFrames
districts_with_large_transactions(df_trans, df_district)
```

Note: This code assumes that the 'amount' column is in a format that can be compared directly to a number. If it's in a string format, you might need to convert it first. Also, this code assumes that the 'date' column is in a format that can be sliced with `str.slice(0, 4)` to get the year. If it's in a different format, you might need to use a different method to extract the year."
142,Which accounts placed orders for household payment in Pisek?,2,0,"```python
import pandas as pd

def accounts_with_household_payment_orders(df_account, df_order, df_district):
    # Filter accounts in Pisek district
    pisek_district_id = df_district[df_district['A2'] == 'Pisek']['district_id'].unique()[0]
    pisek_accounts = df_account[df_account['district_id'] == pisek_district_id]

    # Filter orders with household payment
    household_payment_orders = df_order[df_order['k_symbol'] == 'HH']

    # Merge accounts with orders
    accounts_with_orders = pd.merge(pisek_accounts, household_payment_orders, on='account_id')

    return accounts_with_orders
```

```python
# Usage
accounts_with_orders = accounts_with_household_payment_orders(df_account, df_order, df_district)
print(accounts_with_orders)
```"
142,Which accounts placed orders for household payment in Pisek?,2,1,"```python
import pandas as pd

def accounts_with_household_payment_orders(df_account, df_order, df_district):
    # Merge account and order DataFrames
    merged_df = pd.merge(df_account, df_order, on='account_id')

    # Filter for orders with household payment
    household_payment_orders = merged_df[merged_df['k_symbol'].str.contains('HH')]

    # Filter for accounts in Pisek
    pisek_district_id = df_district[df_district['A2'] == 'Pisek']['district_id'].unique()[0]
    accounts_in_pisek = household_payment_orders[houshold_payment_orders['district_id'] == pisek_district_id]

    # Return unique account IDs
    return accounts_in_pisek['account_id'].unique()
```"
142,Which accounts placed orders for household payment in Pisek?,2,2,"```python
import pandas as pd

def accounts_with_household_payment_orders(df_account, df_order, df_district):
    # Filter accounts in Pisek district
    pisek_district_id = df_district.loc[df_district['A2'] == 'Pisek', 'district_id'].unique()[0]
    pisek_accounts = df_account[df_account['district_id'] == pisek_district_id]
    
    # Filter orders for household payment
    household_payment_orders = df_order[df_order['k_symbol'] == 'HH']
    
    # Merge accounts with orders
    account_orders = pd.merge(pisek_accounts, household_payment_orders, on='account_id', how='inner')
    
    # Return account IDs
    return account_orders['account_id'].unique()
```"
142,Which accounts placed orders for household payment in Pisek?,2,3,"```python
import pandas as pd

def accounts_with_household_payment_orders(df_account, df_order, df_district):
    # Filter district with name 'Pisek'
    pisek_district = df_district[df_district['A2'] == 'Pisek']

    # Get district_id of Pisek
    pisek_district_id = pisek_district['district_id'].iloc[0]

    # Filter accounts in Pisek district
    accounts_in_pisek = df_account[df_account['district_id'] == pisek_district_id]

    # Filter orders for household payment
    household_payment_orders = df_order[df_order['k_symbol'] == 'HH']

    # Merge accounts with household payment orders
    accounts_with_orders = pd.merge(accounts_in_pisek, household_payment_orders, on='account_id', how='inner')

    # Return unique account_ids
    return accounts_with_orders['account_id'].unique()
```"
142,Which accounts placed orders for household payment in Pisek?,2,4,"```python
import pandas as pd

def accounts_with_orders_pisek(df_account, df_order, df_district):
    # Filter district_id for Pisek
    pisek_district_id = df_district.loc[df_district['A2'] == 'Pisek', 'district_id'].iloc[0]
    
    # Filter accounts in Pisek district
    pisek_accounts = df_account[df_account['district_id'] == pisek_district_id]
    
    # Filter orders from these accounts
    orders_from_pisek_accounts = df_order[df_order['account_id'].isin(pisek_accounts['account_id'])]
    
    # Filter orders with household payment
    household_payment_orders = orders_from_pisek_accounts[orders_from_pisek_accounts['k_symbol'] == 'HH']
    
    # Return unique account_ids
    return household_payment_orders['account_id'].unique()
```

```python
def accounts_with_orders_pisek(df_account, df_order, df_district):
    pisek_district_id = df_district.loc[df_district['A2'] == 'Pisek', 'district_id'].iloc[0]
    pisek_accounts = df_account[df_account['district_id'] == pisek_district_id]
    orders_from_pisek_accounts = df_order[df_order['account_id'].isin(pisek_accounts['account_id'])]
    household_payment_orders = orders_from_pisek_accounts[orders_from_pisek_accounts['k_symbol'] == 'HH']
    return household_payment_orders['account_id'].unique()
```

```python
accounts_with_orders = accounts_with_orders_pisek(df_account, df_order, df_district)
print(accounts_with_orders)
```"
143,What are the accounts that have gold credit cards?,1,0,"```python
import pandas as pd

def get_gold_credit_accounts(df_card, df_account, df_disp):
    # Merge card and account data on disp_id
    merged_disp = pd.merge(df_card, df_account, on='disp_id')
    
    # Filter gold credit cards
    gold_cards = merged_disp[merged_disp['type'] == 'gold']
    
    # Get unique account_ids of gold credit cards
    gold_accounts = gold_cards['account_id'].unique()
    
    return gold_accounts
```

You can use this function like this:

```python
gold_accounts = get_gold_credit_accounts(df_card, df_account, df_disp)
print(gold_accounts)
```

This will print the account_ids of accounts that have gold credit cards."
143,What are the accounts that have gold credit cards?,1,1,"```python
import pandas as pd

def get_gold_accounts(df_card, df_account, df_disp):
    # Filter gold cards
    gold_cards = df_card[df_card['type'] == 'gold']
    
    # Merge with account and disp tables
    gold_accounts = pd.merge(gold_cards, df_account, on='account_id')
    gold_accounts = pd.merge(gold_accounts, df_disp, on='disp_id')
    
    # Filter accounts that have gold cards
    accounts_with_gold_cards = gold_accounts[['account_id']].drop_duplicates()
    
    return accounts_with_gold_cards

# Assuming the DataFrames are loaded as df_card, df_account, df_disp
accounts_with_gold_cards = get_gold_accounts(df_card, df_account, df_disp)
print(accounts_with_gold_cards)
```"
143,What are the accounts that have gold credit cards?,1,2,"```python
import pandas as pd

def get_gold_credit_accounts(df_card, df_account, df_disp):
    # Merge card and account data on disp_id
    merged_disp = pd.merge(df_card, df_account, on='disp_id')
    
    # Filter gold credit cards
    gold_cards = merged_disp[merged_disp['type'] == 'gold']
    
    # Merge gold cards with account data
    gold_accounts = pd.merge(gold_cards, df_account, on='account_id')
    
    # Return account IDs
    return gold_accounts['account_id'].unique()
```"
143,What are the accounts that have gold credit cards?,1,3,"```python
import pandas as pd

def get_gold_credit_cards(df_card, df_disp):
    # Merge card and disp DataFrames on disp_id
    merged_df = pd.merge(df_card, df_disp, on='disp_id')
    
    # Filter gold credit cards
    gold_credit_cards = merged_df[merged_df['type'] == 'gold']
    
    # Return unique account_ids
    return gold_credit_cards['account_id'].unique()

# Usage:
gold_accounts = get_gold_credit_cards(df_card, df_disp)
print(gold_accounts)
```"
143,What are the accounts that have gold credit cards?,1,4,"```python
import pandas as pd

def gold_credit_cards(accounts, cards, card_map):
    # Merge accounts and cards on disp_id
    merged = pd.merge(accounts, cards, left_on='disp_id', right_on='disp_id', how='inner')
    
    # Create a mapping of card types to their corresponding values
    card_type_map = card_map.set_index('type')['card_id'].to_dict()
    
    # Map card types to card_id
    merged['card_id'] = merged['type'].map(card_type_map)
    
    # Filter accounts with gold credit cards
    gold_cards = merged[merged['card_id'] == card_type_map['GOLD']]
    
    # Return the account IDs
    return gold_cards['account_id'].unique()
```"
