question_id,question,hop_diameter,repeat_idx,llama_response,label,error,step1_status,n_merge,step2_status,step2_result,step3_avoidance,step3_overjoin_tag,step4_label,step4_result,step4_gold,gold_has_disp,has_disp,hop_diameter_g,error_type
134,"In the branch where the largest number of crimes were committed in 1996, how many accounts were opened?",1,3,"```python
import pandas as pd

def count_accounts_opened_in_crime_branch(df_card, df_loan, df_account, df_district, year=1996):
    # Merge card and loan tables to get loan_id
    merged = pd.merge(df_card, df_loan, on='disp_id')
    
    # Filter loans that were issued in 1996
    issued_in_1996 = merged[merged['issued'].str.contains(str(year))]
    
    # Filter loans that were issued in 1996 and the account was opened in the same year
    opened_in_1996 = pd.merge(issued_in_1996, df_account, on='account_id')
    
    # Group by district_id and count accounts
    grouped = opened_in_1996.groupby('district_id').size().reset_index()
    
    # Merge with district table to get the name of the district
    merged_districts = pd.merge(grouped, df_district, on='district_id')
    
    # Find the district with the largest number of crimes
    max_crimes_district = merged_districts.loc[merged_districts['size'].idxmax()]
    
    # Count accounts opened in this district
    count = df_account[df_account['district_id'] == max_crimes_district['district_id']].shape[0]
    
    return count
```",failed,call_error: 'disp_id',,3,call_error: 'disp_id',,,,,,,,False,1,overt
134,"In the branch where the largest number of crimes were committed in 1996, how many accounts were opened?",1,4,"```python
import pandas as pd

def count_accounts_opened_in_largest_crime_branch(df_distr, df_crimes):
    # Filter crimes to those committed in 1996
    crimes_1996 = df_crimes[df_crimes['date'] == '1996']

    # Count crimes per district
    crime_counts = crimes_1996['district_id'].value_counts().rename('crime_count')

    # Merge crime counts with district information
    merged = pd.merge(df_distr, crime_counts, left_index=True, right_index=True)

    # Find the district with the most crimes
    largest_crime_district = merged.loc[merged['crime_count'].idxmax()]

    # Filter accounts to those opened in the largest crime district
    accounts_opened = df_account[df_account['district_id'] == largest_crime_district['district_id']]

    # Return the count of accounts opened
    return accounts_opened.shape[0]
```",failed,call_error: name 'df_account' is not defined,,1,,554,False,False,success,554,[[554]],False,False,1,overt
135,"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?",1,0,"```python
import pandas as pd

def compute_negative_balance_after_withdrawal(df_card, df_trans, df_account, df_district):
    # Filter card transactions where type is withdrawal
    withdrawal_transactions = df_trans[df_trans['type'] == 'Withdrawal']

    # Merge withdrawal transactions with account information
    merged_data = pd.merge(withdrawal_transactions, df_account, on='account_id')

    # Filter accounts with monthly issuance
    monthly_issuance_accounts = merged_data[df_card['disp_id'].isin(merged_data['disp_id']) &
                                             (df_account['frequency'] == 'Monthly')]

    # Filter accounts with negative balance after withdrawal
    negative_balance_accounts = monthly_issuance_accounts[(monthly_issuance_accounts['balance'] < 0) &
                                                            (monthly_issuance_accounts['date'].dt.day == 1)]

    # Count the number of accounts
    count = negative_balance_accounts['account_id'].nunique()

    return count
```",failed,call_error: 'disp_id',,1,call_error: 'disp_id',,,,,,,,False,1,overt
135,"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?",1,1,"```python
import pandas as pd

def count_negative_balance_after_withdrawal(df_card, df_trans, df_account):
    # Filter card transactions where type is 'withdrawal'
    withdrawal_transactions = df_card[df_card['type'] == 'withdrawal']

    # Merge withdrawal transactions with transactions
    merged_transactions = pd.merge(withdrawal_transactions, df_trans, on=['account_id', 'date'], how='inner')

    # Filter transactions where operation is 'withdrawal' and balance is negative
    negative_balance_transactions = merged_transactions[(merged_transactions['operation'] == 'withdrawal') & (merged_transactions['balance'] < 0)]

    # Group by account_id and count the number of transactions
    result = negative_balance_transactions.groupby('account_id').size().reset_index(name='count')

    # Filter accounts with monthly issuance
    monthly_issuance_accounts = df_account[df_account['frequency'] == 'monthly']

    # Merge result with accounts
    merged_result = pd.merge(result, monthly_issuance_accounts, on='account_id', how='inner')

    # Return the count of accounts with negative balance
    return merged_result['count'].value_counts().to_frame('count')

# Assuming the DataFrames are already loaded
print(count_negative_balance_after_withdrawal(df_card, df_trans, df_account))
```",failed,exec_error: name 'df_card' is not defined,,2,call_error: 'account_id',,,,,,,,False,1,overt
135,"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?",1,2,"```python
import pandas as pd

def count_negative_balance_after_withdrawal(df_card, df_trans, df_account, df_district):
    # Filter card transactions
    card_withdrawal = df_card[(df_card['type'] == 'withdrawal') & (df_card['disp_id'] != '0')]

    # Merge card transactions with transactions DataFrame
    merged = pd.merge(card_withdrawal, df_trans, left_on='disp_id', right_on='account_id')

    # Filter transactions that are withdrawals
    withdrawals = merged[(merged['type_x'] == 'withdrawal') & (merged['type_y'] == 'withdrawal')]

    # Filter transactions where account has monthly issuance
    monthly_issuance = df_card[df_card['frequency'] == 'monthly']

    # Merge monthly issuance with transactions DataFrame
    monthly_issuance_merged = pd.merge(monthly_issuance, df_trans, left_on='disp_id', right_on='account_id')

    # Filter transactions where account has monthly issuance and balance is negative
    negative_balance = monthly_issuance_merged[(monthly_issuance_merged['balance'] < 0) & (monthly_issuance_merged['type_y'] == 'withdrawal')]

    # Group by account_id and count
    count = negative_balance.groupby('account_id').size().reset_index(name='count')

    return count
```

```python
# Usage
result = count_negative_balance_after_withdrawal(df_card, df_trans, df_account, df_district)
print(result)
```",failed,call_error: 'frequency',,2,call_error: 'frequency',,,,,,,,False,1,overt
135,"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?",1,3,"```python
import pandas as pd

def count_negative_balances_after_withdrawal(df_card, df_trans, df_account, df_loan):
    # Filter card transactions
    card_withdrawal = df_card[(df_card['type'] == 'withdrawal') & (df_card['disp_id'] != '')]

    # Merge card transactions with transactions table
    merged_withdrawal = pd.merge(card_withdrawal, df_trans, on=['account_id', 'date'])

    # Filter transactions that are withdrawals
    withdrawal_trans = merged_withdrawal[merged_withdrawal['type'] == 'withdrawal']

    # Filter accounts with monthly issuance
    monthly_issuance = df_account[df_account['frequency'] == 'monthly']

    # Merge accounts with monthly issuance and transactions
    merged_accounts = pd.merge(monthly_issuance, withdrawal_trans, on=['account_id'])

    # Group by account and count negative balances
    negative_balance_count = merged_accounts.groupby('account_id')['balance'].transform(lambda x: (x < 0).sum()).max()

    return negative_balance_count
```

```python
# Assuming the DataFrames are already loaded
negative_balance_count = count_negative_balances_after_withdrawal(df_card, df_trans, df_account, df_loan)
print(negative_balance_count)
```",failed,call_error: 'account_id',,2,call_error: 'account_id',,,,,,,,False,1,overt
135,"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?",1,4,"```python
import pandas as pd

def compute_negative_balance_after_withdrawal(df_card, df_trans, df_account):
    # Filter card transactions that are withdrawals
    withdrawal_card = df_card[df_card['type'] == 'withdrawal']

    # Merge withdrawal card transactions with account transactions
    merged_data = pd.merge(withdrawal_card, df_trans, left_on='card_id', right_on='account_id')

    # Filter transactions where the balance is negative
    negative_balance = merged_data[merged_data['balance'] < 0]

    # Filter accounts with monthly issuance
    monthly_issuance = df_account[df_account['frequency'] == 'monthly']

    # Merge negative balance with monthly issuance
    result = pd.merge(negative_balance, monthly_issuance, left_on='account_id', right_on='account_id')

    # Return the count of accounts
    return result['account_id'].nunique()
```

```python
# Assuming the DataFrames are already loaded
result = compute_negative_balance_after_withdrawal(df_card, df_trans, df_account)
print(result)
```

```python
# Example usage
# Note: This example assumes the DataFrames are already loaded and available
df_card = pd.DataFrame({
    'card_id': [1, 2, 3],
    'disp_id': [101, 102, 103],
    'type': ['withdrawal', 'withdrawal', 'withdrawal'],
    'issued': ['monthly', 'monthly', 'monthly']
})

df_trans = pd.DataFrame({
    'trans_id': [1, 2, 3],
    'account_id': [101, 102, 103],
    'date': ['2022-01-01', '2022-01-01', '2022-01-01'],
    'type': ['withdrawal', 'withdrawal', 'withdrawal'],
    'operation': ['withdrawal', 'withdrawal', 'withdrawal'],
    'amount': [-100, -200, -300],
    'balance': [-100, -200, -300],
    'k_symbol': ['KCS', 'KCS', 'KCS'],
    'bank': ['Bank A', 'Bank B', 'Bank C'],
    'account': ['Account 1', 'Account 2', 'Account 3']
})

df_account = pd.DataFrame({
    'account_id': [101, 102, 103],
    'district_id': [1, 2, 3],
    'frequency': ['monthly', 'monthly', 'monthly']
})

result = compute_negative_balance_after_withdrawal(df_card, df_trans, df_account)
print(result)
```",failed,wrong_value,,2,,0,False,True,semantic,0,[[6]],False,False,1,covert
136,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",1,0,"```python
import pandas as pd

def count_approved_loans(df_loan, df_account, df_card, df_loan_status):
    # Filter loans between 1/1/1995 and 12/31/1997
    filtered_loans = df_loan[(df_loan['date'] >= '1995-01-01') & (df_loan['date'] <= '1997-12-31')]

    # Filter loans with amount of at least 250,000
    filtered_loans = filtered_loans[filtered_loans['amount'] >= 250000]

    # Filter loans with monthly statement issuance
    filtered_loans = filtered_loans[df_loan_status['account_id'].isin(df_card[df_card['type'] == 'monthly']['disp_id'])]

    # Count approved loans per account
    approved_loans = filtered_loans[filtered_loans['status'] == 'approved'].groupby('account_id').size().reset_index(name='count')

    return approved_loans
```

```python
# Assuming the DataFrames are already loaded
# We need to merge the DataFrames to get the required information
merged_data = pd.merge(df_loan, df_account, on='account_id')
merged_data = pd.merge(merged_data, df_card, on='disp_id', suffixes=('_card', '_account'))

# Create a new DataFrame for loan status
df_loan_status = pd.DataFrame({'account_id': merged_data['disp_id_card'], 'status': merged_data['status']})

# Call the function
approved_loans = count_approved_loans(df_loan, df_account, df_card, df_loan_status)

# Print the result
print(approved_loans)
```",failed,cant_compare,,0,,"Empty DataFrame
Columns: [account_id, count]
Index: []",True,False,,,,,False,1,overt
136,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",1,3,"```python
import pandas as pd

def compute_feature(df_account, df_loan, df_disp):
    # Filter loans between 1/1/1995 and 12/31/1997
    filtered_loans = df_loan[(df_loan['date'] >= '1995-01-01') & (df_loan['date'] <= '1997-12-31')]

    # Filter loans with amount of at least 250,000
    filtered_loans = filtered_loans[filtered_loans['amount'] >= 250000]

    # Merge with account and disp tables to get account_id and disp_id
    merged_loans = pd.merge(filtered_loans, df_account, on='account_id')
    merged_loans = pd.merge(merged_loans, df_disp, on='disp_id')

    # Filter loans where frequency is monthly
    filtered_loans = merged_loans[merged_loans['frequency'] == 'monthly']

    # Filter loans where status is approved
    filtered_loans = filtered_loans[filtered_loans['status'] == 'approved']

    # Group by account_id and count the number of loans
    result = filtered_loans.groupby('account_id').size().reset_index(name='count')

    return result
```",failed,call_error: 'disp_id',,2,call_error: 'disp_id',,,,,,,,False,1,overt
136,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",1,4,"```python
import pandas as pd

def compute_feature(df_account, df_card, df_client, df_disp, df_district, df_loan, df_order, df_trans):
    # Filter loans between 1/1/1995 and 12/31/1997
    loans = df_loan[(df_loan['date'] >= '1995-01-01') & (df_loan['date'] <= '1997-12-31')]

    # Filter loans with amount at least 250,000
    loans = loans[loans['amount'] >= 250000]

    # Filter loans with monthly statement issuance
    loans = loans[df_loan['disp_id'].isin(df_card[df_card['type'] == 'monthly']['disp_id'])]

    # Group by account_id and count approved loans
    approved_loans = loans[loans['status'] == 'approved'].groupby('account_id').size().reset_index(name='count')

    # Merge approved loans with account information
    approved_loans = pd.merge(approved_loans, df_account, on='account_id')

    return approved_loans
```",failed,call_error: 'disp_id',,1,call_error: 'disp_id',,,,,,,,False,1,overt
137,How many accounts have running contracts in Branch location 1?,2,0,"```python
import pandas as pd

def count_running_contracts_by_branch(df_account, df_loan, df_district):
    # Merge account and loan dataframes on account_id
    df_account_loan = pd.merge(df_account, df_loan, on='account_id')
    
    # Filter running contracts
    df_running_contracts = df_account_loan[df_account_loan['status'] == 'running']
    
    # Merge with district data to get branch location
    df_running_contracts_district = pd.merge(df_running_contracts, df_district, on='district_id')
    
    # Filter for branch location 1
    df_running_contracts_branch_1 = df_running_contracts_district[df_running_contracts_district['A2'] == 1]
    
    # Count the number of accounts
    count = df_running_contracts_branch_1['account_id'].nunique()
    
    return count
```

```python
# Assuming the DataFrames are loaded
account = pd.read_csv('account.csv')
loan = pd.read_csv('loan.csv')
district = pd.read_csv('district.csv')

# Call the function
count = count_running_contracts_by_branch(account, loan, district)
print(count)
```",failed,wrong_value,,2,,0,False,False,semantic,0,[[47]],False,False,2,covert
137,How many accounts have running contracts in Branch location 1?,2,1,"```python
import pandas as pd

def count_running_contracts_branch_1(df_loan, df_account, df_district):
    # Filter accounts in Branch location 1
    branch_1_accounts = df_account[df_account['district_id'] == df_district[df_district['district_id'] == 1]['district_id'].values[0]]

    # Filter running contracts
    running_contracts = df_loan[df_loan['status'] == 'running']

    # Filter accounts with running contracts
    accounts_with_running_contracts = pd.merge(branch_1_accounts, running_contracts, on='account_id')

    # Count unique accounts
    count = accounts_with_running_contracts['account_id'].nunique()

    return count
```

```python
# Example usage:
count_running_contracts_branch_1(df_loan, df_account, df_district)
```",failed,wrong_value,,1,,0,True,False,,,,,False,2,covert
137,How many accounts have running contracts in Branch location 1?,2,2,"```python
import pandas as pd

def running_contracts_branch_1(df_account, df_loan, df_district):
    # Filter accounts in Branch location 1
    branch_1_accounts = df_account[df_account['district_id'] == df_district.loc[df_district['A2'] == 1, 'district_id'].iloc[0]]

    # Filter loans with status 'running'
    running_loans = df_loan[df_loan['status'] == 'running']

    # Merge accounts and loans
    merged = pd.merge(branch_1_accounts, running_loans, on='account_id', how='inner')

    # Count unique account_id
    count = merged['account_id'].nunique()

    return count
```",failed,call_error: single positional indexer is out-of-bounds,,1,call_error: single positional indexer is out-of-bounds,,,,,,,,False,2,overt
137,How many accounts have running contracts in Branch location 1?,2,3,"```python
import pandas as pd

def accounts_with_running_contracts(df_account, df_loan, df_district):
    # Filter accounts in Branch location 1
    branch_location_1 = df_district[df_district['A1'] == 1]
    accounts_in_branch_1 = df_account[df_account['district_id'].isin(branch_location_1['district_id'])]

    # Filter accounts with running contracts
    running_contracts = df_loan[df_loan['status'] == 'Running']
    accounts_with_running_contracts = accounts_in_branch_1[accounts_in_branch_1['account_id'].isin(running_contracts['account_id'])]

    # Count the number of accounts
    count = accounts_with_running_contracts['account_id'].nunique()

    return count

# Example usage:
count = accounts_with_running_contracts(df_account, df_loan, df_district)
print(count)
```",failed,exec_error: name 'df_account' is not defined,,0,call_error: 'A1',,,,,,,,False,2,overt
137,How many accounts have running contracts in Branch location 1?,2,4,"```python
import pandas as pd

def count_running_contracts(df_loan, df_account, df_district):
    # Filter accounts in Branch location 1
    branch_accounts = df_account[df_account['district_id'] == df_district.loc[1, 'district_id']]

    # Filter running contracts
    running_contracts = df_loan[df_loan['status'] == 'running']

    # Count accounts with running contracts
    count = (running_contracts[running_contracts['account_id'].isin(branch_accounts['account_id'])].shape[0])

    return count

# Assuming the DataFrames are already loaded
count_running_contracts(df_loan, df_account, df_district)
```

```python
import pandas as pd

def count_running_contracts(df_loan, df_account, df_district):
    # Filter accounts in Branch location 1
    branch_accounts = df_account[df_account['district_id'] == df_district.loc[df_district['district_id'] == 1, 'district_id'].iloc[0]]

    # Filter running contracts
    running_contracts = df_loan[df_loan['status'] == 'running']

    # Count accounts with running contracts
    count = (running_contracts[running_contracts['account_id'].isin(branch_accounts['account_id'])].shape[0])

    return count

# Assuming the DataFrames are already loaded
count_running_contracts(df_loan, df_account, df_district)
```",failed,exec_error: name 'df_loan' is not defined,,0,,0,True,False,,,,,False,2,overt
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,0,"```python
import pandas as pd

def count_male_clients(df_client, df_district, year=1995):
    # Filter crimes in 1995
    crimes_1995 = df_district[df_district['A2'] > 0]
    
    # Get the district with the second-highest number of crimes
    second_highest_district = crimes_1995['district_id'].value_counts().sort_values().index[-2]
    
    # Filter clients in the second-highest district
    male_clients_in_district = df_client[df_client['district_id'] == second_highest_district]
    
    # Count male clients
    count = (male_clients_in_district['gender'] == 'male').sum()
    
    return count

# Usage
count = count_male_clients(df_client, df_district)
print(count)
```",failed,exec_error: name 'df_client' is not defined,,0,call_error: '>' not supported between instances of 'str' and 'int',,,,,,,,False,1,overt
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,2,"```python
import pandas as pd

def count_male_clients(branch_crimes):
    # Filter branch where second-highest number of crimes were committed in 1995
    second_highest_branch = branch_crimes.loc[branch_crimes['crimes'].rank(method='dense', ascending=False) == 2, 'branch_id'].iloc[0]

    # Filter clients from this branch
    branch_clients = pd.merge(client, district, on='district_id')
    branch_clients = branch_clients[branch_clients['branch_id'] == second_highest_branch]

    # Count male clients
    male_clients = branch_clients[branch_clients['gender'] == 'M']
    count = (male_clients.groupby('client_id').size().reset_index(name='count')).iloc[0]['count']

    return count
```

```python
def compute_feature(df):
    # Filter account data for 1995
    account_1995 = df['account'].loc[df['date'].dt.year == 1995]

    # Filter crimes data for 1995
    crimes_1995 = df['crimes'].loc[df['date'].dt.year == 1995]

    # Compute second-highest number of crimes
    second_highest_crimes = crimes_1995.value_counts().rank(method='dense', ascending=False).iloc[1]

    # Filter branch where second-highest number of crimes were committed in 1995
    branch_crimes = account_1995.merge(crimes_1995, on='account_id')
    branch_crimes = branch_crimes[branch_crimes['crimes'] == second_highest_crimes]

    # Filter clients from this branch
    branch_clients = pd.merge(client, district, on='district_id')
    branch_clients = branch_clients[branch_clients['branch_id'] == branch_crimes['branch_id'].iloc[0]]

    # Count male clients
    male_clients = branch_clients[branch_clients['gender'] == 'M']
    count = (male_clients.groupby('client_id').size().reset_index(name='count')).iloc[0]['count']

    return count
```

```python
# Assuming all DataFrames are loaded
compute_feature({'account': df_account, 'crimes': df_crimes, 'client': df_client, 'district': df_district})
```",failed,call_error: 'crimes',,1,call_error: 'crimes',,,,,,,,False,1,overt
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",1,4,"```python
import pandas as pd

def count_male_clients_in_crime_branch(df_card, df_client, df_disps, df_district, df_loan, df_order, df_trans):
    # Count crimes in 1995
    crimes_1995 = df_disps[df_disps['date'].str.startswith('1995')].groupby('disp_id')['crime'].sum().reset_index()
    crimes_1995.columns = ['disp_id', 'crimes']

    # Merge crimes with district info
    district_crimes = pd.merge(df_district, crimes_1995, on='disp_id', how='left')
    district_crimes['crimes'] = district_crimes['crimes'].fillna(0)

    # Find branch with second-highest number of crimes
    second_highest_crimes = district_crimes.sort_values('crimes', ascending=False).drop_duplicates('disp_id', keep=1)

    # Merge with client info
    male_clients_in_branch = pd.merge(second_highest_crimes, df_client, left_on='disp_id', right_on='disp_id', how='inner')
    male_clients_in_branch = male_clients_in_branch[male_clients_in_branch['gender'] == 'male']

    return len(male_clients_in_branch)
```",failed,call_error: 'date',,2,call_error: 'date',,,,,,,,False,1,overt
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,0,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Merge card and disp DataFrames on disp_id
    merged_df = pd.merge(df_card, df_disp, on='disp_id', how='inner')
    
    # Filter cards with type 'OWNER' and high-level card status
    owner_cards = merged_df[(merged_df['type'] == 'OWNER') & 
                            (merged_df['A2'] == 1) | 
                            (merged_df['A3'] == 1) | 
                            (merged_df['A4'] == 1) | 
                            (merged_df['A5'] == 1) | 
                            (merged_df['A6'] == 1) | 
                            (merged_df['A7'] == 1) | 
                            (merged_df['A8'] == 1) | 
                            (merged_df['A9'] == 1) | 
                            (merged_df['A10'] == 1) | 
                            (merged_df['A11'] == 1) | 
                            (merged_df['A12'] == 1) | 
                            (merged_df['A13'] == 1) | 
                            (merged_df['A14'] == 1) | 
                            (merged_df['A15'] == 1) | 
                            (merged_df['A16'] == 1)]
    
    # Return count of high-level owner cards
    return owner_cards.shape[0]
```

```python
# Usage
count = count_high_level_owner_cards(df_card, df_disp)
print(count)
```",failed,call_error: 'type',,1,call_error: 'type',,,,,,,,True,1,overt
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,1,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Merge card and disp dataframes based on disp_id
    merged_df = pd.merge(df_card, df_disp, left_on='disp_id', right_on='disp_id', how='inner')
    
    # Filter for high-level credit cards (disp type is 'OWNER')
    high_level_cards = merged_df[merged_df['type_x'] == 'OWNER']
    
    # Count the number of high-level credit cards
    count = high_level_cards['type_x'].value_counts()['OWNER']
    
    return count
```

```python
# Usage
count = count_high_level_owner_cards(df_card, df_disp)
print(count)
```",failed,call_error: 'OWNER',,1,call_error: 'OWNER',,,,,,,,True,1,overt
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,2,"```python
import pandas as pd

def count_high_level_credit_cards(df_card, df_disp):
    high_level_cards = df_card[df_card['type'] == 'OWNER']['disp_id'].unique()
    owner_dispositions = df_disp[df_disp['disp_id'].isin(high_level_cards) & (df_disp['type'] == 'OWNER')]
    count = owner_dispositions['disp_id'].nunique()
    return count

# Usage
count = count_high_level_credit_cards(card, disp)
print(count)
```",failed,wrong_value,,0,,0,True,False,,,,,True,1,covert
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,3,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Filter cards with 'OWNER' type of disposition
    owner_cards = df_card[df_card['type'] == 'OWNER']
    
    # Filter disp table for owner cards
    owner_disps = df_disp[df_disp['card_id'].isin(owner_cards['card_id'])]
    
    # Count high-level cards
    high_level_cards = owner_disps[owner_disps['disp_id'] == 'HIGH']
    
    # Count OWNER type of disposition
    owner_count = len(high_level_cards)
    
    return owner_count
```

```python
# Usage
result = count_high_level_owner_cards(card, disp)
print(result)
```",failed,call_error: 'card_id',,0,call_error: 'card_id',,,,,,,,True,1,overt
139,"How many high-level credit cards have ""OWNER"" type of disposition?",1,4,"```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Filter cards with 'OWNER' type of disposition
    owner_dispositions = df_disp[df_disp['type'] == 'OWNER']
    
    # Get unique card IDs
    card_ids = owner_dispositions['card_id'].unique()
    
    # Filter cards with 'OWNER' type of disposition
    high_level_cards = df_card[df_card['card_id'].isin(card_ids)]
    
    # Count high-level credit cards
    count = high_level_cards['card_id'].nunique()
    
    return count

# Example usage:
# count_high_level_owner_cards(df_card, df_disp)
```

```python
import pandas as pd

def count_high_level_owner_cards(df_card, df_disp):
    # Filter cards with 'OWNER' type of disposition
    owner_dispositions = df_disp[df_disp['type'] == 'OWNER']
    
    # Get unique card IDs
    card_ids = owner_dispositions['card_id'].unique()
    
    # Filter cards with 'OWNER' type of disposition
    high_level_cards = df_card[df_card['card_id'].isin(card_ids)]
    
    # Count high-level credit cards
    count = high_level_cards.shape[0]
    
    return count

# Example usage:
# count_high_level_owner_cards(df_card, df_disp)
```",failed,call_error: 'card_id',,0,call_error: 'card_id',,,,,,,,True,1,overt
140,"How many accounts are there in the district of ""Pisek""?",1,1,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district):
    # Merge the account and district DataFrames
    merged_df = pd.merge(df_account, df_district, left_on='district_id', right_on='district_id', how='inner')
    
    # Filter the merged DataFrame to include only accounts in the district of ""Pisek""
    pisek_df = merged_df[merged_df['A1'] == 'Pisek']
    
    # Return the count of accounts in the district of ""Pisek""
    return pisek_df['account_id'].nunique()
```

You can use this function as follows:

```python
print(count_accounts_in_district(df_account, df_district))
```",failed,call_error: 'A1',,1,call_error: 'A1',,,,,,,,False,1,overt
140,"How many accounts are there in the district of ""Pisek""?",1,2,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district):
    # Filter district_id where A2 is ""Pisek""
    district_filter = df_district[df_district['A2'] == 'Pisek']['district_id']
    
    # Count accounts in the filtered district
    account_count = df_account[df_account['district_id'].isin(district_filter)]['account_id'].nunique()
    
    return account_count

# Assuming the DataFrames are already loaded
account_count = count_accounts_in_district(df_account, df_district)
print(account_count)
```",failed,exec_error: name 'df_account' is not defined,,0,,46,True,False,,,,,False,1,overt
140,"How many accounts are there in the district of ""Pisek""?",1,3,"```python
import pandas as pd

def count_accounts_in_district(df_account, df_district, district_name):
    pisek_district = df_district[df_district['A2'] == district_name]
    accounts_in_pisek = df_account[df_account['district_id'].isin(pisek_district['district_id'])]
    return len(accounts_in_pisek)

# Usage:
accounts_in_pisek = count_accounts_in_district(df_account, df_district, 'Pisek')
print(accounts_in_pisek)
```

Alternatively, you can use a more vectorized approach:

```python
import pandas as pd

def count_accounts_in_district(df_account, df_district, district_name):
    pisek_district_id = df_district[df_district['A2'] == district_name]['district_id'].unique()[0]
    return len(df_account[df_account['district_id'] == pisek_district_id])

# Usage:
accounts_in_pisek = count_accounts_in_district(df_account, df_district, 'Pisek')
print(accounts_in_pisek)
```",failed,exec_error: name 'df_account' is not defined,,0,"call_error: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,,,,,,,False,1,overt
141,"Which districts have transactions greater than USS$10,000 in 1997?",2,1,"```python
import pandas as pd

def districts_with_large_transactions(df_account, df_trans, df_district):
    # Filter transactions greater than USS$10,000 in 1997
    large_transactions = df_trans[(df_trans['amount'] > 10000) & (df_trans['date'].str[:4] == '1997')]

    # Merge transactions with accounts to get district information
    merged_transactions = pd.merge(large_transactions, df_account, on='account_id')

    # Merge merged transactions with districts to get district names
    merged_data = pd.merge(merged_transactions, df_district, left_on='district_id', right_on='district_id')

    # Group by district and count the number of large transactions
    district_counts = merged_data.groupby('district_id')['district_id'].count().reset_index()

    # Rename columns for better readability
    district_counts.columns = ['district_id', 'count']

    # Merge district counts with the original districts DataFrame
    result = pd.merge(df_district, district_counts, on='district_id')

    return result
```

You can use this function like this:

```python
result = districts_with_large_transactions(df_account, df_trans, df_district)
print(result)
```",failed,"call_error: cannot insert district_id, already exists",,3,"call_error: cannot insert district_id, already exists",,,,,,,,False,2,overt
141,"Which districts have transactions greater than USS$10,000 in 1997?",2,3,"```python
import pandas as pd

def get_districts_with_large_transactions(df_trans, df_district, year=1997):
    # Filter transactions greater than USS$10,000 in 1997
    large_transactions = df_trans[df_trans['date'].str[:4] == str(year)][df_trans['amount'] > 10000]
    
    # Group transactions by account_id and sum the amounts
    account_amounts = large_transactions.groupby('account_id')['amount'].sum().reset_index()
    
    # Merge account_amounts with district information
    merged_df = pd.merge(account_amounts, df_district, left_on='account_id', right_on='account_id', how='inner')
    
    # Group by district_id and sum the amounts
    district_amounts = merged_df.groupby('district_id')['amount'].sum().reset_index()
    
    return district_amounts
```",failed,call_error: 'account_id',,1,call_error: 'account_id',,,,,,,,False,2,overt
143,What are the accounts that have gold credit cards?,1,0,"```python
import pandas as pd

def get_gold_credit_accounts(df_card, df_account, df_disp):
    # Merge card and account data on disp_id
    merged_disp = pd.merge(df_card, df_account, on='disp_id')
    
    # Filter gold credit cards
    gold_cards = merged_disp[merged_disp['type'] == 'gold']
    
    # Get unique account_ids of gold credit cards
    gold_accounts = gold_cards['account_id'].unique()
    
    return gold_accounts
```

You can use this function like this:

```python
gold_accounts = get_gold_credit_accounts(df_card, df_account, df_disp)
print(gold_accounts)
```

This will print the account_ids of accounts that have gold credit cards.",failed,call_error: 'disp_id',,1,call_error: 'disp_id',,,,,,,,True,1,overt
